Date,Adj Close,Volume,1 Mo,3 Mo,6 Mo,1 Yr,3 Yr,5 Yr,10 Yr,30 Yr,Adj Close AMD,Adj Close Intel,Adj Close Broadcom
8/22/2016,61.572994,6118700,0.24,0.29,0.45,0.58,0.86,1.15,1.55,2.24,7.58,31.922691,153.886017
8/23/2016,62.071255,8494100,0.28,0.3,0.45,0.58,0.86,1.15,1.55,2.24,7.67,31.958799,155.119293
8/24/2016,61.114193,7461200,0.28,0.31,0.46,0.59,0.87,1.13,1.56,2.24,7.43,31.733107,153.33493
8/25/2016,60.70966,10150800,0.28,0.33,0.46,0.6,0.89,1.16,1.58,2.27,7.47,31.67894,153.982193
8/26/2016,61.202984,7500600,0.28,0.34,0.47,0.62,0.96,1.23,1.62,2.29,7.67,31.832413,154.961868
8/29/2016,61.163532,6866300,0.25,0.33,0.49,0.62,0.92,1.18,1.57,2.22,7.59,32.094215,155.171783
8/30/2016,60.808319,7138600,0.23,0.33,0.47,0.61,0.92,1.18,1.57,2.23,7.49,32.229645,154.821899
8/31/2016,60.522182,9713600,0.26,0.33,0.47,0.61,0.92,1.19,1.58,2.23,7.4,32.401169,154.314606
9/1/2016,62.30806,10712300,0.27,0.33,0.47,0.6,0.91,1.18,1.57,2.23,7.35,32.518536,154.900635
9/2/2016,61.69632,8078700,0.25,0.33,0.45,0.59,0.92,1.2,1.6,2.28,7.51,32.572708,151.419342
9/6/2016,62.278458,7670300,0.24,0.32,0.45,0.56,0.86,1.13,1.55,2.24,7.34,33.015072,149.661163
9/7/2016,61.360844,9949700,0.25,0.34,0.49,0.57,0.86,1.12,1.54,2.23,6.84,32.915764,147.736816
9/8/2016,61.804852,7895200,0.26,0.35,0.5,0.57,0.91,1.19,1.61,2.32,6.23,32.897697,147.282043
9/9/2016,58.72646,17444000,0.24,0.35,0.51,0.58,0.93,1.23,1.67,2.39,5.9,31.994913,140.634262
9/12/2016,59.940056,14956500,0.24,0.37,0.53,0.57,0.92,1.21,1.68,2.4,5.94,32.572708,143.870667
9/13/2016,59.071785,11794200,0.25,0.36,0.54,0.63,0.95,1.26,1.73,2.47,5.74,32.148392,144.535431
9/14/2016,59.594719,7976200,0.24,0.33,0.52,0.62,0.9,1.21,1.7,2.44,6.04,32.157417,148.35791
9/15/2016,61.854191,12880300,0.2,0.29,0.49,0.6,0.87,1.2,1.71,2.48,6.02,33.006035,151.533844
9/16/2016,62.002197,22561100,0.2,0.3,0.5,0.61,0.91,1.21,1.7,2.44,6.05,34.008137,150.235397
9/19/2016,62.821121,10428200,0.16,0.3,0.48,0.6,0.92,1.22,1.7,2.45,6.16,33.547714,149.787918
9/20/2016,62.248856,8277800,0.17,0.3,0.49,0.61,0.93,1.2,1.69,2.43,6.17,33.529663,147.594574
9/21/2016,63.995247,8405300,0.12,0.22,0.44,0.61,0.92,1.2,1.66,2.39,6.29,33.809528,148.998337
9/22/2016,64.153122,7718300,0.1,0.18,0.39,0.6,0.91,1.18,1.63,2.34,6.37,33.899796,148.129745
9/23/2016,64.084061,6903300,0.09,0.18,0.4,0.6,0.9,1.16,1.62,2.34,6.55,33.574799,146.208374
9/26/2016,63.482189,5751000,0.12,0.25,0.42,0.58,0.87,1.13,1.59,2.32,6.32,33.087296,146.243515
9/27/2016,65.652847,10068800,0.16,0.26,0.42,0.58,0.86,1.12,1.56,2.28,6.54,33.565769,149.902008
9/28/2016,65.889671,7994700,0.14,0.27,0.44,0.6,0.87,1.13,1.57,2.29,6.59,33.800491,149.761627
9/29/2016,66.501411,8417100,0.12,0.26,0.43,0.59,0.85,1.12,1.56,2.28,6.67,33.692162,151.30574
9/30/2016,67.606461,10748300,0.2,0.29,0.45,0.59,0.88,1.14,1.6,2.32,6.91,34.080357,151.358398
10/3/2016,67.537384,6064900,0.25,0.32,0.48,0.63,0.91,1.18,1.63,2.34,6.95,33.999107,149.208878
10/4/2016,67.38942,7040600,0.28,0.33,0.48,0.64,0.95,1.22,1.69,2.4,6.97,33.890774,148.314011
10/5/2016,67.320328,7636000,0.26,0.32,0.48,0.65,0.98,1.26,1.72,2.44,6.78,34.297039,152.200607
10/6/2016,66.442192,9005300,0.26,0.33,0.46,0.65,1,1.28,1.75,2.46,6.96,34.369251,152.823547
10/7/2016,65.958733,7156500,0.26,0.33,0.46,0.66,0.99,1.26,1.73,2.46,6.75,34.396336,152.841095
10/10/2016,66.205399,7196900,0.26,0.33,0.46,0.66,0.99,1.26,1.73,2.46,6.84,34.324108,153.332367
10/11/2016,65.248314,9713500,0.27,0.35,0.48,0.69,1.03,1.3,1.77,2.5,6.5,33.647026,150.173981
10/12/2016,65.544327,10498000,0.26,0.37,0.49,0.68,0.99,1.31,1.79,2.51,6.62,33.520638,149.559845
10/13/2016,64.478714,9752900,0.26,0.3,0.45,0.66,1,1.27,1.75,2.48,6.49,33.376198,148.217514
10/14/2016,65.110184,8265900,0.26,0.32,0.46,0.66,1,1.28,1.8,2.55,6.75,33.809528,149.22644
10/17/2016,64.73526,4883200,0.24,0.34,0.47,0.65,0.98,1.26,1.77,2.52,6.67,33.665081,148.164856
10/18/2016,65.721931,6734300,0.26,0.34,0.47,0.66,0.96,1.24,1.75,2.51,6.73,34.080357,151.0513
10/19/2016,65.583786,4976500,0.25,0.35,0.48,0.65,0.96,1.24,1.76,2.51,6.77,32.058105,150.788101
10/20/2016,66.826996,7802100,0.25,0.35,0.48,0.66,0.98,1.26,1.76,2.5,6.96,31.985882,152.139236
10/21/2016,66.639534,6987700,0.25,0.34,0.47,0.66,0.98,1.25,1.74,2.48,6.52,31.733107,151.70932
10/24/2016,69.76725,8495900,0.23,0.33,0.46,0.66,1,1.27,1.77,2.52,7.01,31.832413,154.894043
10/25/2016,70.911827,9936500,0.22,0.34,0.49,0.66,1,1.29,1.77,2.5,7.5,31.687962,152.349792
10/26/2016,71.197937,8344800,0.25,0.33,0.49,0.67,1.01,1.3,1.79,2.53,7.29,31.525459,151.779495
10/27/2016,69.737663,9716600,0.19,0.3,0.49,0.68,1.04,1.33,1.85,2.6,7.11,31.426161,151.112717
10/28/2016,69.61927,7271400,0.18,0.3,0.49,0.66,1.02,1.33,1.86,2.62,7.2,31.362967,148.57724
10/31/2016,70.211273,6309700,0.2,0.34,0.51,0.66,1,1.31,1.84,2.58,7.23,31.48032,149.393158
11/1/2016,68.129402,11830600,0.24,0.35,0.5,0.65,0.99,1.3,1.83,2.58,7.09,31.164345,148.094681
11/2/2016,67.843277,7396200,0.24,0.37,0.51,0.64,0.98,1.26,1.81,2.56,6.76,31.236561,151.393478
11/3/2016,67.053925,7741600,0.24,0.38,0.52,0.64,0.98,1.26,1.82,2.6,6.7,30.863626,151.770737
11/4/2016,66.669128,8219500,0.25,0.38,0.52,0.62,0.95,1.24,1.79,2.56,6.56,30.57255,151.0513
11/7/2016,70.319794,12189500,0.28,0.41,0.54,0.63,0.99,1.29,1.83,2.6,6.96,31.554937,155.253754
11/8/2016,70.211273,10747100,0.28,0.43,0.56,0.71,1.04,1.34,1.88,2.63,7,31.600428,155.288834
11/9/2016,69.027267,11413300,0.3,0.45,0.56,0.72,1.12,1.49,2.07,2.88,6.94,31.609514,152.147964
11/10/2016,66.866463,21732000,0.3,0.48,0.59,0.72,1.17,1.56,2.15,2.94,6.3,31.382118,147.340164
11/11/2016,86.797157,54383600,0.3,0.48,0.59,0.72,1.17,1.56,2.15,2.94,6.69,31.48218,146.989212
11/14/2016,82.524872,33719900,0.32,0.55,0.65,0.77,1.27,1.66,2.23,2.99,6.79,31.363914,143.69043
11/15/2016,85.040878,15652300,0.3,0.51,0.61,0.78,1.28,1.68,2.23,2.97,6.97,31.755054,146.032928
11/16/2016,90.408348,24699600,0.32,0.47,0.62,0.76,1.28,1.68,2.22,2.92,7.67,31.691385,147.243668
11/17/2016,91.158203,20824700,0.3,0.44,0.61,0.77,1.31,1.73,2.29,3.01,8.46,31.85512,146.550552
11/18/2016,92.115288,14401500,0.28,0.44,0.6,0.77,1.36,1.8,2.34,3.01,8.71,31.791447,147.533188
11/21/2016,91.740349,10910900,0.28,0.46,0.6,0.78,1.36,1.79,2.33,3,8.94,31.818731,151.411026
11/22/2016,92.401413,8259200,0.34,0.49,0.61,0.78,1.35,1.77,2.31,3,8.69,32.273548,155.306412
11/23/2016,92.855965,11080900,0.35,0.51,0.63,0.8,1.4,1.83,2.36,3.02,8.8,32.018852,155.359055
11/25/2016,93.043724,4889100,0.34,0.49,0.62,0.81,1.41,1.83,2.36,3.01,8.77,32.23716,155.069504
11/28/2016,92.994308,6968400,0.32,0.48,0.6,0.79,1.38,1.8,2.32,2.99,8.83,32.300831,153.227097
11/29/2016,92.144501,11114200,0.34,0.48,0.6,0.78,1.37,1.78,2.3,2.95,8.93,32.118908,153.928955
11/30/2016,91.106941,11012500,0.38,0.48,0.62,0.8,1.4,1.83,2.37,3.02,8.91,31.564032,149.577377
12/1/2016,86.601013,25888100,0.32,0.48,0.6,0.82,1.45,1.9,2.45,3.1,8.39,30.708992,142.821854
12/2/2016,87.401405,11957300,0.34,0.49,0.61,0.8,1.4,1.84,2.4,3.08,8.53,31.072844,144.076492
12/5/2016,90.790726,15057100,0.34,0.49,0.63,0.82,1.42,1.84,2.39,3.05,8.68,31.282049,145.752182
12/6/2016,92.282845,12469900,0.35,0.49,0.63,0.83,1.41,1.84,2.39,3.08,9.45,31.582233,144.550201
12/7/2016,93.942924,12020100,0.38,0.52,0.63,0.85,1.39,1.8,2.34,3.02,9.56,32.29174,147.875351
12/8/2016,92.371796,9538600,0.39,0.51,0.62,0.84,1.4,1.83,2.4,3.1,10.34,32.47366,149.770386
12/9/2016,90.731468,9557800,0.41,0.54,0.64,0.85,1.43,1.89,2.47,3.16,10.34,32.528236,157.122498
12/12/2016,88.527908,15033300,0.42,0.51,0.64,0.85,1.44,1.9,2.49,3.16,10.68,32.719261,156.306564
12/13/2016,90.089149,9694900,0.47,0.54,0.66,0.88,1.46,1.92,2.48,3.14,10.54,33.474251,157.429565
12/14/2016,95.306572,24599500,0.49,0.55,0.66,0.92,1.57,2.02,2.54,3.14,10.55,33.246841,156.723663
12/15/2016,97.539772,18663700,0.48,0.51,0.65,0.91,1.61,2.1,2.6,3.16,10.86,33.465153,158.832504
12/16/2016,99.219627,27238200,0.46,0.51,0.65,0.91,1.59,2.07,2.6,3.19,10.66,33.028542,157.429535
12/19/2016,100.425163,18616400,0.45,0.52,0.65,0.9,1.55,2.03,2.54,3.12,10.95,33.556114,159.229568
12/20/2016,103.923187,21201400,0.48,0.52,0.66,0.9,1.56,2.06,2.57,3.15,11.51,33.847206,160.650162
12/21/2016,104.575363,14403400,0.46,0.52,0.65,0.88,1.54,2.04,2.55,3.12,11.47,33.637981,160.844284
12/22/2016,105.840187,17965300,0.42,0.51,0.65,0.87,1.54,2.04,2.55,3.12,11.6,33.592503,159.353119
12/23/2016,108.478539,16192300,0.42,0.52,0.65,0.87,1.54,2.04,2.55,3.12,11.58,33.628891,160.535446
12/27/2016,115.929153,29856800,0.5,0.51,0.66,0.89,1.58,2.07,2.57,3.14,12.07,33.71986,160.861893
12/28/2016,107.954842,57394100,0.48,0.53,0.62,0.9,1.55,2.02,2.51,3.09,11.55,33.319622,158.991318
12/29/2016,110.108986,54384200,0.39,0.47,0.62,0.85,1.49,1.96,2.49,3.08,11.59,33.346905,158.708939
12/30/2016,105.474564,30323300,0.44,0.51,0.62,0.85,1.47,1.93,2.45,3.06,11.34,32.992149,155.973679
1/3/2017,100.800652,37549900,0.52,0.53,0.65,0.89,1.5,1.94,2.45,3.04,11.43,33.29232,157.358963
1/4/2017,103.152428,29980500,0.49,0.53,0.63,0.87,1.5,1.94,2.46,3.05,11.43,33.119495,156.238403
1/5/2017,100.533859,24607400,0.51,0.52,0.62,0.83,1.43,1.86,2.37,2.96,11.24,33.064915,153.776611
1/6/2017,101.877731,20571400,0.5,0.53,0.61,0.85,1.5,1.92,2.42,3,11.32,33.18317,155.81488
1/9/2017,106.008179,22906200,0.5,0.5,0.6,0.82,1.47,1.89,2.38,2.97,11.49,33.301426,156.150177
1/10/2017,105.207779,22023000,0.51,0.52,0.6,0.82,1.47,1.89,2.38,2.97,11.44,33.237747,159.32663
1/11/2017,103.913292,13141600,0.51,0.52,0.6,0.82,1.47,1.89,2.38,2.96,11.2,33.610695,158.311905
1/12/2017,102.213699,15640400,0.52,0.52,0.59,0.81,1.45,1.87,2.36,3.01,10.76,33.392391,157.817825
1/13/2017,102.203819,11445500,0.52,0.53,0.61,0.82,1.48,1.9,2.4,2.99,10.58,33.465153,159.220718
1/17/2017,99.911324,14515300,0.52,0.55,0.62,0.8,1.42,1.84,2.33,2.93,9.82,33.474251,158.038391
1/18/2017,101.729492,16360600,0.48,0.53,0.63,0.82,1.51,1.93,2.42,3,9.88,33.43787,163.253098
1/19/2017,103.913292,16121800,0.47,0.52,0.62,0.83,1.53,1.97,2.47,3.04,9.77,33.265038,163.729538
1/20/2017,102.776939,12300600,0.46,0.5,0.62,0.82,1.5,1.95,2.48,3.05,9.75,33.601589,168.600159
1/23/2017,103.844131,9247600,0.46,0.51,0.59,0.79,1.43,1.88,2.41,2.99,9.91,33.446964,168.529587
1/24/2017,106.057579,10701300,0.5,0.51,0.62,0.81,1.49,1.94,2.47,3.05,10.44,34.22015,174.485443
1/25/2017,106.512123,13069000,0.48,0.5,0.61,0.82,1.52,1.99,2.53,3.1,10.35,34.383877,178.658997
1/26/2017,108.350082,11470000,0.49,0.51,0.62,0.82,1.49,1.95,2.51,3.08,10.52,34.165565,180.150146
1/27/2017,110.444931,11799900,0.49,0.52,0.63,0.82,1.48,1.94,2.49,3.06,10.67,34.547615,181.509018
1/30/2017,108.715691,12400100,0.49,0.51,0.63,0.81,1.48,1.94,2.49,3.08,10.61,34.038216,179.311951
1/31/2017,107.885635,9068900,0.5,0.52,0.64,0.84,1.46,1.9,2.45,3.05,10.37,33.492443,176.029587
2/1/2017,112.599113,14750100,0.5,0.51,0.65,0.83,1.49,1.93,2.48,3.08,12.06,33.219555,179.726654
2/2/2017,114.022026,12081000,0.5,0.52,0.64,0.84,1.48,1.92,2.48,3.09,12.28,33.365097,180.044296
2/3/2017,113.023994,9318600,0.49,0.51,0.63,0.82,1.49,1.93,2.49,3.11,12.24,33.456711,181.906082
2/6/2017,115.91925,12669200,0.48,0.53,0.62,0.79,1.43,1.86,2.42,3.05,13.63,33.227676,182.258972
2/7/2017,117.71769,18655600,0.51,0.53,0.63,0.8,1.43,1.85,2.4,3.02,13.29,33.300964,181.685486
2/8/2017,117.203842,11239500,0.52,0.54,0.63,0.79,1.4,1.81,2.34,2.96,13.56,33.328461,182.550156
2/9/2017,115.000298,21064200,0.51,0.54,0.64,0.8,1.46,1.88,2.4,3.02,13.42,32.485619,181.18251
2/10/2017,112.27301,41277300,0.51,0.55,0.64,0.81,1.47,1.89,2.41,3.01,13.58,32.375687,181.341354
2/13/2017,107.095131,29518100,0.5,0.52,0.63,0.82,1.48,1.92,2.43,3.03,13.49,32.7971,182.391357
2/14/2017,107.490379,21265800,0.51,0.54,0.66,0.84,1.53,1.98,2.47,3.07,13.26,32.916199,181.173691
2/15/2017,107.707771,9325500,0.53,0.54,0.67,0.86,1.57,2.01,2.51,3.09,13.3,33.026127,181.756058
2/16/2017,105.978546,16179400,0.51,0.53,0.66,0.82,1.5,1.95,2.45,3.05,12.97,33.35593,183.6884
2/17/2017,105.958786,14093500,0.5,0.53,0.66,0.82,1.48,1.92,2.42,3.03,13.13,33.420063,185.656052
2/21/2017,109.753242,13798800,0.49,0.53,0.69,0.83,1.5,1.93,2.43,3.04,14,33.456711,187.720779
2/22/2017,109.585037,10844300,0.47,0.52,0.68,0.82,1.49,1.92,2.42,3.04,14.28,33.044449,188.96489
2/23/2017,99.423981,39822200,0.39,0.51,0.66,0.81,1.44,1.87,2.38,3.02,14.32,33.145233,185.806076
2/24/2017,100.383698,25747600,0.4,0.52,0.65,0.8,1.38,1.8,2.31,2.95,14.12,33.46587,185.620728
2/27/2017,103.302414,17885000,0.44,0.5,0.68,0.81,1.46,1.87,2.36,2.98,15.2,33.447548,188.188431
2/28/2017,100.403488,15634000,0.4,0.53,0.69,0.88,1.49,1.89,2.36,2.97,14.46,33.163555,186.114853
3/1/2017,101.699593,12620100,0.46,0.63,0.79,0.92,1.57,1.99,2.46,3.06,14.96,32.916199,189.829575
3/2/2017,97.949799,18858300,0.52,0.67,0.84,0.98,1.6,2.03,2.49,3.09,13.9,32.897877,191.726669
3/3/2017,97.385849,21617300,0.56,0.71,0.84,0.98,1.59,2.02,2.49,3.08,13.03,32.888714,192.635498
3/6/2017,96.633888,22089200,0.56,0.74,0.83,0.97,1.6,2.02,2.49,3.1,13.04,32.586395,192.300156
3/7/2017,97.692551,15085000,0.55,0.76,0.87,1.02,1.62,2.05,2.52,3.11,13.05,32.7971,193.456055
3/8/2017,97.514465,15967800,0.54,0.73,0.86,1.03,1.65,2.08,2.57,3.15,13.22,32.632202,193.791351
3/9/2017,97.494667,11951500,0.5,0.73,0.88,1.04,1.67,2.13,2.6,3.19,13.33,32.815426,195.891357
3/10/2017,98.06855,12493500,0.6,0.75,0.89,1.03,1.66,2.11,2.58,3.16,13.91,32.897877,199.720764
3/13/2017,100.769562,19353400,0.69,0.79,0.93,1.06,1.69,2.14,2.62,3.2,14.28,32.210785,199.809006
3/14/2017,100.700287,13050400,0.77,0.78,0.93,1.06,1.68,2.13,2.6,3.17,14.1,32.229103,197.956055
3/15/2017,101.462143,15375900,0.71,0.73,0.89,1.02,1.59,2.02,2.51,3.11,13.98,32.155815,199.350174
3/16/2017,102.708771,13077500,0.68,0.73,0.89,1.01,1.63,2.05,2.53,3.14,13.65,32.192455,197.090012
3/17/2017,104.944794,27992200,0.71,0.73,0.87,1,1.6,2.03,2.5,3.11,13.49,32.311565,196.044083
3/20/2017,108.288948,18714200,0.7,0.76,0.89,1.01,1.57,2,2.47,3.08,14.4,32.458145,196.09729
3/21/2017,104.786499,22837100,0.76,0.77,0.91,1,1.54,1.96,2.43,3.04,13.82,32.100849,191.470505
3/22/2017,106.923584,15419100,0.74,0.77,0.9,0.99,1.52,1.95,2.4,3.02,14.1,32.403168,192.711395
3/23/2017,105.953979,13348500,0.73,0.76,0.9,0.99,1.52,1.95,2.41,3.02,13.79,32.311565,192.215012
3/24/2017,106.329948,10987500,0.73,0.78,0.89,1,1.52,1.93,2.4,3,13.7,32.210785,194.085251
3/27/2017,107.101685,12666100,0.73,0.78,0.91,1,1.51,1.93,2.38,2.98,13.7,32.421501,194.156143
3/28/2017,106.547623,10811100,0.75,0.78,0.92,1.03,1.56,1.97,2.42,3.02,13.69,32.613873,195.840225
3/29/2017,106.201324,8749800,0.76,0.78,0.92,1.04,1.53,1.93,2.39,2.99,13.71,32.586395,196.159317
3/30/2017,108.239487,13138300,0.75,0.78,0.91,1.03,1.55,1.96,2.42,3.03,14.05,32.751301,195.033646
3/31/2017,107.77446,11020200,0.74,0.76,0.91,1.03,1.5,1.93,2.4,3.02,14.55,33.044449,194.076385
4/3/2017,107.230286,11130800,0.73,0.79,0.92,1.02,1.47,1.88,2.35,2.98,14.64,33.126907,193.93457
4/4/2017,99.710899,31782000,0.77,0.79,0.92,1.03,1.47,1.88,2.36,2.99,14.16,33.236839,194.076385
4/5/2017,98.968872,18676200,0.77,0.8,0.93,1.03,1.44,1.85,2.34,2.98,14.17,33.181866,192.454361
4/6/2017,99.691147,15878000,0.78,0.79,0.94,1.05,1.45,1.87,2.34,2.99,13.27,33.007813,192.782303
4/7/2017,99.265686,10726700,0.77,0.82,0.95,1.08,1.52,1.92,2.38,3,13.52,33.007813,193.447037
4/10/2017,96.732849,18908300,0.77,0.82,0.97,1.07,1.52,1.91,2.37,2.99,13.1,32.7971,193.243195
4/11/2017,97.079117,15453700,0.74,0.82,0.94,1.05,1.45,1.84,2.32,2.93,13.1,32.742134,192.82663
4/12/2017,96.277725,10352300,0.77,0.81,0.95,1.04,1.44,1.81,2.28,2.92,12.76,32.641361,185.425537
4/13/2017,94.477051,12672300,0.76,0.81,0.94,1.03,1.4,1.77,2.24,2.89,12.31,32.29324,187.304626
4/17/2017,98.177353,12432300,0.76,0.83,0.94,1.04,1.42,1.79,2.26,2.92,12.79,32.503952,189.564835
4/18/2017,98.236717,9252900,0.76,0.82,0.94,1.02,1.35,1.71,2.18,2.84,12.95,32.769623,188.882355
4/19/2017,98.622589,9520700,0.75,0.81,0.94,1.02,1.38,1.74,2.21,2.87,12.84,32.897877,189.352097
4/20/2017,100.185814,10100400,0.73,0.79,0.93,1.01,1.41,1.78,2.24,2.89,13.11,33.145233,193.411636
4/21/2017,100.601349,8547400,0.72,0.79,0.92,0.99,1.4,1.77,2.24,2.89,13,33.273487,192.924133
4/24/2017,101.857872,9295500,0.74,0.81,0.96,1.03,1.44,1.81,2.28,2.93,13.13,33.667412,196.09729
4/25/2017,103.628899,9711000,0.73,0.82,0.98,1.09,1.49,1.87,2.35,2.99,13.49,33.777348,197.834534
4/26/2017,102.916542,8175100,0.74,0.83,0.99,1.07,1.46,1.84,2.32,2.97,13.41,33.83231,196.487228
4/27/2017,104.519341,7992500,0.7,0.81,0.98,1.06,1.44,1.81,2.3,2.96,13.62,34.29039,197.737
4/28/2017,103.193573,8706200,0.68,0.8,0.99,1.07,1.45,1.81,2.29,2.96,13.3,33.117748,195.716125
5/1/2017,105.508743,7693300,0.67,0.83,0.98,1.09,1.48,1.84,2.33,3,13.62,33.264328,196.168182
5/2/2017,102.382271,15749300,0.72,0.82,0.99,1.08,1.45,1.81,2.29,2.97,10.32,33.868965,199.828827
5/3/2017,103.144096,8422600,0.73,0.85,1,1.1,1.5,1.86,2.33,2.97,10.39,34.130154,199.341309
5/4/2017,102.748344,5244700,0.71,0.86,1,1.11,1.51,1.88,2.36,3,10.1,34.010174,198.011795
5/5/2017,102.75824,5710700,0.71,0.9,1.01,1.1,1.52,1.89,2.36,2.99,10.19,33.982483,200.715164
5/8/2017,101.679794,9131000,0.73,0.91,1.02,1.12,1.53,1.91,2.39,3.02,10.04,33.724064,199.50087
5/9/2017,101.848007,21191800,0.74,0.91,1.04,1.14,1.57,1.94,2.42,3.04,10.18,33.567158,202.496735
5/10/2017,120.003342,53227400,0.71,0.9,1.04,1.13,1.56,1.94,2.41,3.03,10.79,33.234898,205.040604
5/11/2017,125.158073,48494800,0.68,0.89,1.04,1.13,1.55,1.93,2.39,3.03,11.07,32.939564,204.82785
5/12/2017,126.533333,24065500,0.69,0.88,1.03,1.11,1.49,1.85,2.33,2.98,11.26,32.791901,209.144394
5/15/2017,132.885254,27188500,0.73,0.9,1.02,1.11,1.49,1.86,2.34,3,11.42,32.884193,211.865555
5/16/2017,135.358704,28017500,0.72,0.9,1.04,1.11,1.48,1.86,2.33,2.99,12.75,33.059544,213.328033
5/17/2017,126.365143,31784200,0.72,0.9,1,1.08,1.42,1.76,2.22,2.91,11.2,32.339657,204.907639
5/18/2017,131.658401,28900800,0.73,0.93,1.02,1.09,1.44,1.78,2.23,2.9,11.28,32.505787,210.65123
5/19/2017,134.69899,25459300,0.71,0.92,1.03,1.1,1.45,1.79,2.23,2.9,11.41,32.671909,207.495804
5/22/2017,137.571274,20915200,0.7,0.93,1.05,1.12,1.45,1.8,2.25,2.91,11.04,33.013401,211.289459
5/23/2017,135.719162,17031200,0.76,0.92,1.08,1.14,1.49,1.84,2.29,2.95,10.89,33.096462,209.658493
5/24/2017,137.244415,20399900,0.76,0.93,1.07,1.18,1.46,1.79,2.26,2.92,10.89,33.33643,212.370758
5/25/2017,136.937393,15205700,0.72,0.94,1.08,1.16,1.46,1.78,2.25,2.92,10.98,33.465637,213.487549
5/26/2017,140.483124,19478500,0.75,0.94,1.08,1.17,1.46,1.79,2.25,2.92,11,33.465637,213.797791
5/30/2017,143.484131,24741300,0.77,0.93,1.07,1.16,1.44,1.76,2.21,2.88,11.12,33.391815,212.565765
5/31/2017,142.969147,22182900,0.86,0.98,1.08,1.17,1.44,1.75,2.21,2.87,11.19,33.327202,212.264359
6/1/2017,142.979034,12583500,0.82,0.98,1.07,1.16,1.45,1.76,2.21,2.87,10.93,33.33643,207.930115
6/2/2017,142.265915,12186400,0.82,0.98,1.06,1.16,1.42,1.71,2.15,2.8,10.9,33.521015,225.604034
6/5/2017,146.594116,20434400,0.83,0.96,1.06,1.16,1.45,1.74,2.18,2.84,11.24,33.539474,223.547729
6/6/2017,145.930511,18968200,0.83,0.97,1.08,1.16,1.42,1.71,2.14,2.81,12.03,33.345661,225.010178
6/7/2017,147.693512,15315300,0.84,1,1.09,1.17,1.45,1.74,2.18,2.84,12.38,33.465637,225.382462
6/8/2017,158.410019,29043600,0.8,1.01,1.11,1.19,1.47,1.75,2.19,2.85,12.9,33.668686,225.976334
6/9/2017,148.1689,92323200,0.8,1.01,1.13,1.2,1.5,1.77,2.21,2.86,12.28,32.958019,215.685715
6/12/2017,148.53537,42438300,0.82,0.98,1.09,1.19,1.5,1.78,2.21,2.86,12.09,32.976486,215.091873
6/13/2017,149.951675,41812600,0.89,1,1.12,1.22,1.51,1.79,2.21,2.87,11.96,33.114925,215.331177
6/14/2017,150.268646,29616000,0.9,1.01,1.12,1.2,1.48,1.74,2.15,2.79,11.77,32.791901,213.203918
6/15/2017,150.912415,24095600,0.86,1.02,1.13,1.21,1.49,1.76,2.16,2.78,11.5,32.588852,211.842041
6/16/2017,150.169601,23124000,0.85,1.03,1.13,1.21,1.48,1.75,2.16,2.78,11.44,32.496559,210.293182
6/19/2017,155.815063,19454400,0.85,1.02,1.13,1.22,1.52,1.8,2.19,2.79,11.93,32.773441,214.654846
6/20/2017,155.58725,27386100,0.88,1.01,1.14,1.22,1.5,1.77,2.16,2.74,12.64,32.173531,213.622314
6/21/2017,157.944504,17066300,0.85,0.99,1.12,1.22,1.5,1.78,2.16,2.73,13.98,31.915104,218.188644
6/22/2017,156.855011,11728300,0.8,0.96,1.1,1.22,1.48,1.76,2.15,2.72,14.38,31.712065,217.22731
6/23/2017,152.358459,27214700,0.76,0.97,1.1,1.21,1.48,1.77,2.15,2.71,14.17,31.555161,218.313263
6/26/2017,150.694504,26599000,0.81,0.99,1.1,1.2,1.48,1.77,2.14,2.7,14.08,31.44441,216.079071
6/27/2017,145.177811,24987300,0.89,1,1.13,1.22,1.53,1.83,2.21,2.75,13.4,31.056778,209.474274
6/28/2017,150.298355,24873700,0.89,1.02,1.12,1.21,1.51,1.81,2.22,2.77,13.23,31.564392,214.565842
6/29/2017,145.276825,26610600,0.88,1.04,1.14,1.23,1.53,1.85,2.27,2.82,12.6,30.955252,208.325989
6/30/2017,143.177124,18276500,0.84,1.03,1.14,1.24,1.55,1.89,2.31,2.84,12.48,31.139841,207.444794
7/3/2017,137.997131,17726800,0.96,1.06,1.13,1.24,1.6,1.93,2.35,2.86,12.15,30.881416,204.516266
7/5/2017,141.681564,20504700,0.97,1.05,1.15,1.24,1.59,1.92,2.33,2.85,13.19,31.6936,206.162994
7/6/2017,142.107468,18657100,0.95,1.04,1.14,1.23,1.6,1.94,2.37,2.9,13.02,31.038326,209.216141
7/7/2017,145.356079,16374300,0.94,1.05,1.14,1.22,1.6,1.95,2.39,2.93,13.36,31.269053,213.292938
7/10/2017,152.229691,23962300,0.95,1.04,1.13,1.23,1.59,1.93,2.38,2.93,13.81,31.056778,215.206711
7/11/2017,154.388855,18948900,0.97,1.05,1.14,1.2,1.57,1.92,2.37,2.92,13.89,31.305971,214.423386
7/12/2017,160.955399,28630200,0.94,1.05,1.13,1.21,1.53,1.88,2.33,2.89,14.29,31.610537,219.345825
7/13/2017,159.093384,34228300,0.95,1.05,1.14,1.23,1.55,1.89,2.35,2.92,13.53,31.601313,220.138031
